,,,,camas_habilitadas,camas_habilitadas,camas_habilitadas,ingresos_nuevos,ingresos_nuevos,ingresos_nuevos,ingresos_nuevos,hospitalizados,hospitalizados,hospitalizados,egresos_vivos,egresos_vivos,egresos_vivos,defunciones,defunciones,defunciones,defunciones
,,,,internacion,uti,uci,emergencias,internacion,uti,uci,internacion,uti,uci,internacion,uti,uci,emergencias,internacion,uti,uci
departamento,cod_establ,fecha,reporte_diario,,,,,,,,,,,,,,,,,
beni,800011.0,2021-12-09,True,16,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-10,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-11,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-12,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-15,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-17,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-18,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-19,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-20,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-22,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-23,True,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-24,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-28,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2021-12-31,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-01,True,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-01-02,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-03,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-04,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-07,True,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-08,True,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-10,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-11,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-12,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-13,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-14,True,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-01-15,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-16,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-17,True,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-18,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-21,True,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-01-23,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-24,True,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-01-25,True,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-01-27,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-29,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-30,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-01-31,True,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-01,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-02,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-03,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-04,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-07,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-08,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-09,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-10,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-12,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-15,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-17,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-18,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-21,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-24,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-25,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-26,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-27,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-02-28,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-01,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-02,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-03,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-06,True,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-07,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-08,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-09,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-10,True,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-03-11,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-12,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-13,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-14,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-18,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-20,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-22,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-23,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-24,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-27,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-28,True,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-29,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-03-30,True,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-03-31,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-01,True,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-02,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-03,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-04,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-07,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-08,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-09,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-10,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-11,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-12,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-13,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-15,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-17,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-18,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-19,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-22,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-23,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-24,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-26,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-04-29,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-01,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-02,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-03,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-04,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-07,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-08,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-09,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-10,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-13,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-17,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-18,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-19,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-20,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-25,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-26,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-28,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-05-30,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-01,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-02,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-07,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-08,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-09,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-12,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-13,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-14,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-15,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-17,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-19,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-20,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-25,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-26,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-27,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-28,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-29,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-06-30,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-02,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-03,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-04,True,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-05,True,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-07-09,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-10,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-12,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-13,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-14,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-15,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-16,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-17,True,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-07-18,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-19,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-20,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-22,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-23,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-24,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-25,True,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-07-26,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-27,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-28,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-29,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-07-30,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-01,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-04,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-07,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-08,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-09,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-11,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-12,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-14,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-22,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-27,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-28,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-29,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-08-31,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-02,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-03,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-04,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-05,True,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-06,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
beni,800011.0,2022-09-08,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-10,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-11,True,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-14,True,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800011.0,2022-09-15,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-16,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-18,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-19,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-20,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-21,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-22,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-23,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-24,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-25,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-09-30,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-03,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-04,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-05,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-06,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-08,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-09,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-10,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-11,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-12,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800011.0,2022-10-13,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-05-11,True,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-05-13,True,6,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-05-14,True,6,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-05-20,True,6,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-05-24,True,6,0,0,1,4,0,0,4,0,0,2,0,0,0,0,0,0
beni,800012.0,2021-05-25,True,6,0,0,15,1,0,0,4,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-05-26,True,6,0,2,1,4,0,1,4,0,1,0,0,0,0,0,0,0
beni,800012.0,2021-06-02,True,6,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-06-29,True,6,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
beni,800012.0,2021-06-30,True,6,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0
beni,800012.0,2021-07-03,True,6,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
beni,800012.0,2021-07-10,True,6,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-07-11,True,6,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-07-12,True,6,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,800012.0,2021-07-14,True,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-07-18,True,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-07-21,True,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-07-30,True,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-07-31,True,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-08-01,True,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-08-02,True,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,800012.0,2021-08-03,True,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
